City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
75,Yantal,RU,56.8471,105.2542,-6.47,100,99,2.26,overcast clouds
76,Gerash,IR,27.6652,54.1371,66.34,43,0,5.26,clear sky
77,Kodiak,US,57.79,-152.4072,17.11,79,0,5.75,clear sky
78,Hovd,MN,48.0056,91.6419,-11.83,84,3,2.75,clear sky
79,Virginia Beach,US,36.8529,-75.978,41,71,40,0,scattered clouds
80,Kapaa,US,22.0752,-159.319,69.12,83,100,6.91,overcast clouds
81,Lodja,CD,-3.4833,23.4333,72.52,94,100,2.75,light rain
82,Xinglongshan,CN,43.9561,125.4661,2.95,66,0,0,clear sky
83,Talnakh,RU,69.4865,88.3972,-10.88,88,98,9.13,overcast clouds
84,Bredasdorp,ZA,-34.5322,20.0403,86.29,61,94,17.27,overcast clouds
85,Iqaluit,CA,63.7506,-68.5145,-27.31,74,20,11.01,few clouds
86,Avera,US,33.194,-82.5271,43.92,76,100,7.14,overcast clouds
87,Asfi,MA,32.2994,-9.2372,73.04,44,56,8.81,broken clouds
88,Brufut,GM,13.3814,-16.7518,95.09,29,100,6.91,overcast clouds
89,Grand Gaube,MU,-20.0064,57.6608,83.37,64,100,10,overcast clouds
90,Port Lincoln,AU,-34.7333,135.8667,64.04,81,0,13.98,clear sky
91,Murray Bridge,AU,-35.1167,139.2667,75.69,68,88,13.49,light rain
92,Khatanga,RU,71.9667,102.5,-18.76,100,94,4.27,overcast clouds
93,Salalah,OM,17.0151,54.0924,77.09,61,0,6.91,clear sky
94,Bethel,US,41.3712,-73.414,24.49,70,0,0,clear sky
95,Klaksvik,FO,62.2266,-6.589,36.52,78,100,12.86,overcast clouds
96,Kondinskoye,RU,59.6481,67.41,3.79,97,100,3,overcast clouds
97,Novikovo,RU,51.1537,37.8879,31.1,92,100,15.9,snow
98,Dikson,RU,73.5069,80.5464,-4.58,94,96,21.07,overcast clouds
99,Castro,BR,-24.7911,-50.0119,71.35,78,85,3.2,overcast clouds
100,Sydney Mines,CA,46.2367,-60.2177,24.19,69,40,8.99,scattered clouds
101,Orlik,RU,52.5178,99.825,-18.53,89,24,2.48,few clouds
102,Otavi,NA,-19.65,17.3333,70.95,80,100,6.31,moderate rain
103,Naze,JP,28.3667,129.4833,52.39,65,21,10.71,few clouds
104,Codrington,AU,-38.2667,141.9667,62.46,88,0,7.25,clear sky
105,Pevek,RU,69.7008,170.3133,-19.62,100,92,1.61,overcast clouds
106,Pemangkat,ID,1.1667,108.9667,78.62,80,94,5.37,overcast clouds
107,Hambantota,LK,6.1241,81.1185,79.95,75,8,15.41,clear sky
108,Likhoy,RU,48.1266,40.2056,34.43,96,100,15.95,overcast clouds
109,Meulaboh,ID,4.1363,96.1285,80.74,77,100,3.04,overcast clouds
110,Lensk,RU,60.7253,114.9278,-0.83,98,96,4.85,overcast clouds
111,Skibbereen,IE,51.55,-9.2667,49.8,73,93,15.03,overcast clouds
112,Ulaangom,MN,49.9811,92.0667,-26.3,94,73,3.51,broken clouds
113,Portland,US,45.5234,-122.6762,40.62,90,75,3,broken clouds
114,Hithadhoo,MV,-0.6,73.0833,82.99,69,9,9.17,clear sky
115,Atambua,ID,-9.1061,124.8925,74.59,89,96,9.44,overcast clouds
116,Port Alfred,ZA,-33.5906,26.891,82.13,72,68,22.01,broken clouds
117,Cairns,AU,-16.9167,145.7667,81.07,88,75,1.14,broken clouds
118,Alamosa,US,37.4695,-105.87,17.11,84,0,0,clear sky
119,Port Hedland,AU,-20.3167,118.5667,84.25,79,100,19.57,overcast clouds
120,Magdagachi,RU,53.45,125.8,-6.65,94,23,4.25,few clouds
121,Shingu,JP,33.7333,135.9833,36.91,81,4,6.17,clear sky
122,Coaldale,CA,49.7167,-112.6185,38.01,56,75,26.46,broken clouds
123,Berlevag,NO,70.8578,29.0864,19.2,73,0,12.66,clear sky
124,Avarua,CK,-21.2078,-159.775,73.45,94,20,6.91,few clouds
125,Scarborough,GB,54.2797,-0.4044,46.22,56,88,4,overcast clouds
126,Burgeo,CA,47.6167,-57.6152,26.29,71,100,18.92,overcast clouds
127,Fort Frances,CA,48.5999,-93.4003,10.62,85,0,4.61,clear sky
128,Verkh-Usugli,RU,52.7,115.1667,-13.59,96,17,3.71,few clouds
129,Pedasi,PA,7.5333,-80.0333,83.07,75,98,18.7,overcast clouds
130,Matagami,CA,49.7502,-77.6328,-23.69,76,0,2.3,clear sky
131,Bahar,IR,34.9072,48.4414,33.6,56,100,2.42,overcast clouds
132,Kholodnyy,RU,62.7167,147.95,-15.45,99,97,3.6,overcast clouds
133,Jiangyou,CN,31.7667,104.7167,43.09,71,97,2.46,overcast clouds
134,Rockport,US,28.0206,-97.0544,65.05,98,100,4.61,mist
135,Eyl,SO,7.9803,49.8164,79.61,69,89,19.48,overcast clouds
136,Katsuura,JP,35.1333,140.3,40.1,42,0,6.89,clear sky
137,Port Augusta,AU,-32.5,137.7667,78.24,76,100,6.53,overcast clouds
138,La Huacana,MX,18.9667,-101.8167,66.04,67,0,2.59,clear sky
139,Bamiantong,CN,44.9333,130.5333,-9.87,99,37,2.89,scattered clouds
140,Emerald,AU,-23.5333,148.1667,81.34,60,12,12.06,few clouds
141,Vilhena,BR,-12.7406,-60.1458,70.02,100,100,14.97,moderate rain
142,Nikolskoye,RU,59.7035,30.7861,27.39,97,100,5.08,light snow
143,Rawson,AR,-43.3002,-65.1023,65.53,30,100,15.99,overcast clouds
144,Geneva,US,41.8875,-88.3054,24.84,81,0,0,mist
145,Keetmanshoop,NA,-26.5833,18.1333,84.74,44,95,13.58,light rain
146,Pangkalanbuun,ID,-2.6833,111.6167,75.43,94,100,2.98,overcast clouds
147,Rio Grande,BR,-32.035,-52.0986,87.91,58,0,4.07,clear sky
148,Wahiawa,US,21.5028,-158.0236,66.52,85,0,0,clear sky
149,Mbekenyera,TZ,-10,38.9833,78.55,89,82,4.72,light rain
150,Arraial Do Cabo,BR,-22.9661,-42.0278,87.66,66,75,6.91,broken clouds
151,Hobyo,SO,5.3505,48.5268,79.93,73,54,17.9,broken clouds
152,Urengoy,RU,65.9667,78.3667,3.09,98,100,6.8,overcast clouds
153,Isangel,VU,-19.55,169.2667,76.57,93,100,7.05,overcast clouds
154,Hamilton,US,39.1834,-84.5333,26.04,79,0,1.01,mist
155,Broome,US,42.2506,-75.833,15.35,82,0,0,clear sky
156,Pecos,US,31.4229,-103.4932,43.3,75,0,6.91,clear sky
157,Luderitz,NA,-26.6481,15.1594,70.3,76,47,8.75,scattered clouds
158,Haines Junction,CA,60.7522,-137.5108,-27.45,75,97,1.14,overcast clouds
159,Chuy,UY,-33.6971,-53.4616,81.36,51,4,11.03,clear sky
160,Lima Duarte,BR,-21.8425,-43.7931,72.16,93,100,4.18,moderate rain
161,Iranshahr,IR,27.2025,60.6848,71.94,33,0,4.61,clear sky
162,Yellowknife,CA,62.456,-114.3525,-16.58,82,75,10.36,light snow
163,Vardo,NO,70.3705,31.1107,26.58,74,40,4.61,scattered clouds
164,Faanui,PF,-16.4833,-151.75,79.9,75,17,11.18,light rain
165,Margate,GB,51.3813,1.3862,47.88,50,96,11.01,overcast clouds
166,Qaanaaq,GL,77.484,-69.3632,-15.21,66,99,7.27,overcast clouds
167,Channel-Port Aux Basques,CA,47.5702,-59.1367,24.71,74,100,20.96,overcast clouds
168,Esperance,AU,-33.8667,121.9,62.22,68,100,17.85,overcast clouds
169,Upernavik,GL,72.7868,-56.1549,-23.8,89,27,4.41,scattered clouds
170,Darhan,MN,49.4867,105.9228,-10.98,97,55,4.12,broken clouds
171,Gazojak,TM,41.1875,61.4036,37.33,60,66,9.98,broken clouds
172,Rabo De Peixe,PT,37.8,-25.5833,63.28,93,40,11.5,scattered clouds
173,Touros,BR,-5.1989,-35.4608,86.9,59,38,13.89,scattered clouds
174,Makakilo City,US,21.3469,-158.0858,68.32,86,0,4.61,clear sky
175,Cape Town,ZA,-33.9258,18.4232,81.88,59,0,4,clear sky
176,Sitka,US,57.0531,-135.33,30.09,93,75,3.44,broken clouds
177,Deniliquin,AU,-35.5333,144.9667,75.99,22,91,1.9,overcast clouds
178,Puerto Berrio,CO,6.4916,-74.4033,77.05,72,100,1.41,overcast clouds
179,Husavik,IS,66.0449,-17.3389,22.91,71,100,8.34,overcast clouds
180,Sacalum,MX,20.4833,-89.5833,65.89,73,0,6.96,clear sky
181,Flinders,AU,-34.5833,150.8552,75.2,86,24,5.99,few clouds
182,Cabo San Lucas,MX,22.8909,-109.9124,66.51,75,0,4.61,clear sky
183,Kathu,TH,7.9178,98.3332,86.7,81,45,4.54,scattered clouds
184,Airai,TL,-8.9266,125.4092,61.36,88,99,4.41,overcast clouds
185,Chitral,PK,35.8462,71.7858,30.87,76,30,5.46,scattered clouds
186,Veere,NL,51.5483,3.6667,45.01,79,75,20,broken clouds
187,Ostrovnoy,RU,68.0531,39.5131,6.46,97,88,7.65,overcast clouds
188,Klichka,RU,50.4457,117.996,-19.71,99,22,3.47,few clouds
189,Adrar,MR,20.5022,-10.0711,87.04,10,100,18.95,overcast clouds
190,Tuatapere,NZ,-46.1333,167.6833,60.82,96,11,3.13,few clouds
191,Sakakah,SA,29.9697,40.2064,63.97,36,100,9.1,overcast clouds
192,Kaeo,NZ,-35.1,173.7833,69.33,96,100,13.4,overcast clouds
193,Kruisfontein,ZA,-34.0033,24.7314,80.2,63,50,10.36,light rain
194,Swift Current,CA,50.2834,-107.8014,38.21,70,75,24.16,broken clouds
195,Surgut,RU,61.25,73.4167,6.98,84,40,7,scattered clouds
196,Vilyuysk,RU,63.7553,121.6247,-30.37,100,60,3.42,broken clouds
197,Gainesville,US,29.6516,-82.3248,52.95,82,0,1.01,clear sky
198,Wuwei,CN,37.9281,102.6414,20.86,41,66,2.1,broken clouds
199,The Valley,AI,18.217,-63.0578,84.06,69,20,12.66,few clouds
200,Codajas,BR,-3.8367,-62.0569,82.4,73,100,3.85,overcast clouds
201,Igarka,RU,67.4667,86.5833,-0.31,97,100,11.63,light snow
202,Nueva Germania,PY,-23.9,-56.5667,96.87,25,0,2.15,clear sky
203,Villavieja,ES,39.85,-0.1833,74.79,31,3,1.01,clear sky
204,Killybegs,IE,54.6333,-8.45,48.45,80,100,18.52,overcast clouds
205,Chara,RU,56.9064,118.2631,-20.15,87,55,1.12,broken clouds
206,Bend,US,44.0582,-121.3153,31.86,69,0,1.01,clear sky
207,Tsiroanomandidy,MG,-18.7667,46.0333,83.52,51,0,3.4,clear sky
208,Aykino,RU,62.2248,49.9922,4.15,98,71,3.91,broken clouds
209,Morgan City,US,29.6994,-91.2068,50,100,0,0,clear sky
210,Sarahan,IN,31.5167,77.8,33.89,73,29,4.9,scattered clouds
211,Paita,PE,-5.0892,-81.1144,75.76,74,99,9.95,overcast clouds
212,Cayenne,GF,4.9333,-52.3333,86.04,81,75,4,broken clouds
213,Mahebourg,MU,-20.4081,57.7,83.25,74,75,12.66,broken clouds
214,Quatre Cocos,MU,-20.2078,57.7625,83.08,79,100,23.51,overcast clouds
215,Verkhnyaya Toyma,RU,62.2349,44.9985,7.25,96,93,6.38,overcast clouds
216,Hualmay,PE,-11.0964,-77.6139,72.14,80,83,5.7,broken clouds
217,Oktyabrskiy,RU,54.4815,53.471,23.34,93,100,8.41,overcast clouds
218,El Limon,VE,10.3059,-67.6321,77.85,56,47,2.62,scattered clouds
219,Quzhou,CN,28.9594,118.8686,41.68,83,95,1.86,overcast clouds
220,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.95,38,0,18.41,clear sky
221,Okha,RU,53.5739,142.9478,4.42,91,100,25.84,overcast clouds
222,Asyut,EG,27.181,31.1837,61.23,43,96,14.45,overcast clouds
223,Carnarvon,AU,-24.8667,113.6333,80.67,74,0,25.32,clear sky
224,Ixtapa,MX,20.7,-105.2,64.22,100,0,4.61,clear sky
225,Beaverlodge,CA,55.2166,-119.4361,-1.05,94,100,9.98,light snow
226,Roald,NO,62.5833,6.1333,35.01,93,100,17.27,snow
227,Ahipara,NZ,-35.1667,173.1667,68.52,93,100,13.02,overcast clouds
228,Luanda,AO,-8.8368,13.2343,86,62,20,10.36,few clouds
229,Pochutla,MX,15.7432,-96.4661,75.81,59,0,2.39,clear sky
230,La Rioja,ES,42.25,-2.5,54.05,72,100,11.63,overcast clouds
231,Diego De Almagro,CL,-26.3667,-70.05,66.51,50,0,5.41,clear sky
232,Opuwo,NA,-18.0607,13.84,87.85,17,92,16.37,overcast clouds
233,Kloulklubed,PW,7.0419,134.2556,81.1,78,100,17.16,overcast clouds
234,Baruun-Urt,MN,46.6806,113.2792,-7.15,95,7,5.19,clear sky
235,Guerrero Negro,MX,27.9769,-114.0611,57.15,79,100,6.46,overcast clouds
236,Boffa,GN,10.1667,-14.0333,95.5,37,20,9.62,few clouds
237,Markova,UA,48.6758,24.4138,35.19,76,58,4.54,broken clouds
238,Plettenberg Bay,ZA,-34.0527,23.3716,78.62,70,39,6.76,scattered clouds
239,Eston,CA,51.1501,-108.7514,35.49,85,100,4.34,overcast clouds
240,Bowen,AU,-20.0167,148.2333,80.76,81,20,8.66,few clouds
241,Suntar,RU,62.1444,117.6319,-14.91,100,96,2.42,overcast clouds
242,Ola,RU,59.5833,151.2833,3.74,83,100,11.81,overcast clouds
243,Taoudenni,ML,22.6783,-3.9836,83.23,6,82,18.63,broken clouds
244,Nome,US,64.5011,-165.4064,-2.88,77,0,0,clear sky
245,Yerbogachen,RU,61.2767,108.0108,-9.18,99,98,2.86,overcast clouds
246,Tasiilaq,GL,65.6145,-37.6368,12.36,81,100,9.04,overcast clouds
247,Kenai,US,60.5544,-151.2583,1.02,86,0,0,clear sky
248,Tacuarembo,UY,-31.7333,-55.9833,89.87,24,1,11.59,clear sky
249,Bealanana,MG,-14.55,48.7333,75.7,69,64,5.12,light rain
250,Porto Novo,BJ,6.4965,2.6036,91.22,16,18,12.82,few clouds
251,Sao Filipe,CV,14.8961,-24.4956,72.12,73,100,2.66,overcast clouds
252,Areka,ET,7.0667,37.7,80.28,21,100,4.79,overcast clouds
253,Celestun,MX,20.8667,-90.4,63.77,74,0,13.8,clear sky
254,Alice Springs,AU,-23.7,133.8833,72.95,100,100,6.91,light rain
255,Yabrud,SY,33.9674,36.6574,42.46,61,100,2.8,overcast clouds
256,Tacna,PE,-18.0056,-70.2483,70,49,0,3.44,clear sky
257,Mumford,GH,5.2618,-0.759,84.49,49,100,12.08,overcast clouds
258,Kulhudhuffushi,MV,6.6221,73.07,81.79,75,14,8.63,few clouds
259,Sabang,ID,5.8933,95.3214,82.74,72,59,14.5,broken clouds
260,Maniitsoq,GL,65.4167,-52.9,11.66,66,100,11.3,overcast clouds
261,Assiniboia,CA,49.6334,-105.9845,39.11,69,100,13.8,overcast clouds
262,Lomza,PL,53.1781,22.0593,35.83,78,96,12.93,overcast clouds
263,Olinda,BR,-8.0089,-34.8553,85.73,70,40,11.5,scattered clouds
264,Atherton,GB,53.5237,-2.4935,47.28,76,29,4,scattered clouds
265,Poum,NC,-20.2333,164.0167,80.31,74,99,9.95,overcast clouds
266,Rio Claro,BR,-22.4114,-47.5614,73.4,94,100,9.69,light rain
267,Samarai,PG,-10.6167,150.6667,81.3,79,100,10.33,overcast clouds
