City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
268,Beringovskiy,RU,63.05,179.3167,0.07,92,100,12.64,overcast clouds
269,Bombay,IN,19.0144,72.8479,76.98,50,0,5.75,smoke
270,Galle,LK,6.0367,80.217,78.58,82,26,4.74,scattered clouds
271,Pontal Do Parana,BR,-25.6533,-48.5128,84.72,73,60,4.18,broken clouds
272,Te Anau,NZ,-45.4167,167.7167,57.56,97,36,0.85,scattered clouds
273,Sai Buri,TH,6.7013,101.6168,77.76,82,64,9.31,broken clouds
274,Tiksi,RU,71.6872,128.8694,-9.72,99,100,6.58,overcast clouds
275,Nauta,PE,-4.5061,-73.5757,84.61,56,100,2.48,overcast clouds
276,Igrim,RU,63.1906,64.4162,-10.35,100,89,3.33,overcast clouds
277,Uruzgan,AF,32.8333,66,41.2,53,1,2.1,clear sky
278,Alpena,US,45.0617,-83.4327,17.85,86,0,5.75,clear sky
279,Faya,SA,18.3851,42.4509,62.71,65,40,9.78,scattered clouds
280,Lakes Entrance,AU,-37.8811,147.981,70.57,90,0,5.7,clear sky
281,Ati,TD,13.2154,18.3353,83.77,9,0,15.84,clear sky
282,Parang,PH,7.3704,124.2697,75.38,86,98,3,overcast clouds
283,Muisne,EC,0.6,-80.0333,73.51,84,87,2.59,light rain
284,Vila Do Maio,CV,15.1333,-23.2167,70.59,74,100,11.03,overcast clouds
285,Laguna,US,38.421,-121.4238,50.65,91,0,0,clear sky
286,Mazatlan,MX,23.2167,-106.4167,63.01,82,0,0,clear sky
287,Ketchikan,US,55.3422,-131.6461,34.27,93,100,3.44,overcast clouds
288,Phek,IN,25.6667,94.5,41.5,91,89,0.98,overcast clouds
289,Prata,BR,-19.3072,-48.9242,74.44,83,100,13.29,light rain
290,Woodlyn,US,39.8723,-75.3371,27.25,62,75,5.75,broken clouds
291,Vao,NC,-22.6667,167.4833,78.66,81,100,5.21,overcast clouds
292,Kutum,SD,14.2,24.6667,70.12,12,25,12.35,scattered clouds
293,Nelson Bay,AU,-32.7167,152.15,74.95,92,4,8.23,clear sky
294,Hervey Bay,AU,-25.2986,152.8535,78.91,79,94,6.82,overcast clouds
295,Bilibino,RU,68.0546,166.4372,-8.48,78,100,5.64,overcast clouds
296,Saint-Pierre,RE,-21.3393,55.4781,85.64,74,40,23.02,scattered clouds
297,Buritis,BR,-15.6178,-46.4233,79.09,71,100,6.02,overcast clouds
298,Mamaku,NZ,-38.1,176.0833,62.42,89,100,3.31,overcast clouds
299,Saint-Philippe,RE,-21.3585,55.7679,85.55,81,82,13.6,broken clouds
300,Mantua,IT,45.1667,10.7833,52.48,74,39,1.99,scattered clouds
301,Nantucket,US,41.2835,-70.0995,25.14,49,0,4.61,clear sky
302,Tromso,NO,69.6496,18.957,28.42,64,75,17.27,broken clouds
303,Marseille,FR,43.3333,5.5,54.91,51,83,31,broken clouds
304,Moose Jaw,CA,50.4001,-105.5344,37.67,70,100,18.41,overcast clouds
305,Baiyin,CN,36.5583,104.2081,14.88,46,1,2.66,clear sky
306,Zhangye,CN,38.9342,100.4517,22.19,27,100,4.41,overcast clouds
307,Phalaborwa,ZA,-23.943,31.1411,85.28,36,47,8.63,scattered clouds
308,Tambura,SS,5.6,27.4667,96.37,11,38,5.21,scattered clouds
309,Bendigo,AU,-36.7667,144.2833,72.59,52,0,4.03,clear sky
310,Ucluelet,CA,48.9329,-125.5528,39.09,89,58,18.88,broken clouds
311,Yuzhou,CN,34.1628,113.4639,32.27,42,100,3.33,overcast clouds
312,Cherskiy,RU,68.75,161.3,-26.41,100,100,1.12,overcast clouds
